編號,縣市,醫院名稱,科別,電話,地址,Website,Owner
11,新竹市,臺大分院新竹醫院,家庭醫學科,"(03)532-6151
轉3753","30059
新竹市北區經國路一段442巷25號",https://reg.ntuh.gov.tw/WebAdministration/VaccineRegPublic.aspx?Hosp=T4&RegionCode=,kjcl
12,新竹縣,東元綜合醫院,"家庭醫學科、感染
科",(03)552-7000,"30268
新竹縣竹北市縣政二路69號",https://w3.tyh.com.tw/WebRegList_Dept.aspx?d=55,kjcl
13,苗栗縣,衛生福利部苗栗醫院,家庭醫學科,(037)261-920,36054苗栗縣苗栗市為公路747號,https://reg2.mil.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_NetReg.aspx
14,臺中市,衛生福利部臺中醫院,家庭醫學科,(04)2229-4411,40343臺中市西區三民路一段199號,https://www03.taic.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=01CD&Date=&Noon=
15,臺中市,童綜合醫院梧棲院區,家庭醫學科,"(04)2658-1919
轉4000","43503
臺中市梧棲區臺灣大道八段699號",http://rg.sltung.com.tw/EM/QLogin.aspx
16,彰化縣,彰化基督教醫院,家庭醫學科,(04)723-8595,50006彰化市南校街135號,https://www1.cch.org.tw/opd/service-e.aspx?id=1900&Page=11&#p
17,南投縣,埔里基督醫院,感染科,(049)291-2151,南投縣埔里鎮鐵山路1號,http://web2.pch.org.tw/booking/Covid19Reg/Covid19Reg.aspx?InsType=1,kjcl
18,南投縣,衛生福利部南投醫院,"家庭醫學科、感染
科",(049)223-1150,"54062
南投縣南投市復興路478號",https://netreg01.nant.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0220&Date=&Noon=
19,雲林縣,臺大醫院雲林分院,家庭醫學科,(05)532-3911,64041雲林縣斗六市雲林路二段579號,https://reg.ntuh.gov.tw/WebAdministration/DoctorServiceQueryByDrName.aspx?HospCode=Y0&QueryName=%E4%B8%BB%E6%B2%BB%E9%86%AB%E5%B8%AB,kjcl
20,嘉義市,天主教聖馬爾定醫院,健康檢查中心,(05)275-6000,60069嘉義市東區大雅路二段565號,http://www.stm.org.tw/new/listDetail.aspx?n_id=1059&me_id=12
21,嘉義縣,嘉義長庚紀念醫院,家庭醫學科,(05)362-1000,61363嘉義縣朴子市嘉朴路西段6號,https://register.cgmh.org.tw/Department/6/60990E,kjcl
22,臺南市,成大醫院,家庭醫學科,"(06)235-3535
轉2270","70403
臺南市北區勝利路138號",https://service.hosp.ncku.edu.tw/Tandem/MainUI.aspx?Lang=&skv=EzNec8%2bb3OYprHkqM83gBiNJ2d6GNAz2gvscJU0dxqw%3d
23,高雄市,高雄市立小港醫院,家庭醫學科,(07)803-6783,81267高雄市小港區山明路482號,https://www.kmsh.org.tw/web/BookVaccineSysInter
24,高雄市,高雄市立聯合醫院,小兒科,(07)555-2565,80457高雄市鼓山區中華一路976號,https://www.kmsh.org.tw/web/BookVaccineSysInter
25,屏東縣,屏東基督教醫院,家庭醫學科,(08)736-8686,90059屏東縣屏東市大連路60號,https://www.ptch.org.tw/network/reg_opdForm.asp?cov19=ET5O#
26,花蓮縣,衛生福利部花蓮醫院,家庭醫學科,(03)835-8141,97061花蓮縣花蓮市中正路600號,https://www.hwln.mohw.gov.tw/?aid=301&page_name=detail&iid=3724
27,花蓮縣,花蓮慈濟醫院,家庭醫學科,(03)856-1825,97002花蓮縣花蓮市中央路三段707號,https://hlm.tzuchi.com.tw/index.php/guide/covid19-2,kjcl
28,臺東縣,衛生福利部臺東醫院,家庭醫學科,(089)324-112,95043臺東縣臺東市五權街1號,https://netreg01.tait.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0119&Date=&Noon=
29,金門縣,衛生福利部金門醫院,家庭醫學科,(082)332-546,89142金門縣金湖鎮復興路2號,http://netreg.kmhp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=104A&Date=&Noon=
30,連江縣,連江縣立醫院,家庭醫學科,(0836)23995,20941連江縣南竿鄉復興村217號,https://www.matsuh.gov.tw/news/content/C5ACD1FD1106F2763F80FF24514690F4
31,澎湖縣,三軍總醫院澎湖分院,感染科,(06)921-1116,88056澎湖縣馬公市前寮里90號,http://netreg.afph.tsgh.ndmctsgh.edu.tw/webreg/calendar_type/5xn1z9fPG5H4JDJEV98dHQ%3D%3D
